id,category,code,codigo_del_atc_version_2019,description,percent,principio_activo_atc,principio_activo_reportado_por_el_ms
4339,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA CALOX, TABLETAS RECUBIERTAS 500MG",2,CLARITROMICINA,CLARITROMICINA
4340,Medicamentos,3563201060109,J01FA09,CLARITROMICINA CHEMO (CLARITROMICINA) 500MG,2,CLARITROMICINA,CLARITROMICINA
4341,Medicamentos,3563201060109,J01FA09,CLARITROMICINA GENFAR 500MG,2,CLARITROMICINA,CLARITROMICINA
4342,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA GENFAR, COMPRIMIDOS RECUBIERTOS 500MG",2,CLARITROMICINA,CLARITROMICINA
4343,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA LA SANTE, GRANULOS PARA RECONSTITUIR PARA SUSPENSIÓN ORAL 250MG/5ML",2,CLARITROMICINA,CLARITROMICINA
4344,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA MK, POLVO PARA SUSPENSIÓN ORAL 125MG/5ML",2,CLARITROMICINA,CLARITROMICINA
4345,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA MK, POLVO PARA SUSPENSIÓN ORAL 250MG/5ML",2,CLARITROMICINA,CLARITROMICINA
4346,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA MK, TABLETAS RECUBIERTAS 500MG",2,CLARITROMICINA,CLARITROMICINA
4347,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA NORMON, COMPRIMIDOS RECUBIERTOS CON PELÍCULA (EFG) 250MG",2,CLARITROMICINA,CLARITROMICINA
4348,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA NORMON, COMPRIMIDOS RECUBIERTOS CON PELÍCULA (EFG) 500MG",2,CLARITROMICINA,CLARITROMICINA
4349,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA ROEMMERS, COMPRIMIDOS RECUBIERTOS 500MG",2,CLARITROMICINA,CLARITROMICINA
4350,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA, GRANULADO PARA SUSPENSIÓN ORAL 250MG/5ML",2,CLARITROMICINA,CLARITROMICINA
4351,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA, GRÁNULOS PARA SUSPENSIÓN 250MG/5ML",2,CLARITROMICINA,CLARITROMICINA
4352,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA, GRÁNULOS PARA SUSPENSIÓN ORAL 250MG/5ML",2,CLARITROMICINA,CLARITROMICINA
4353,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA, PARA SUSPENSIÓN ORAL 250MG/5ML",2,CLARITROMICINA,CLARITROMICINA GRÁNULOS RECUBIERTOS
4354,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA, POLVO PARA SUSPENSIÓN ORAL 250MG/5ML",2,CLARITROMICINA,CLARITROMICINA
4355,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA, TABLETAS 500MG",2,CLARITROMICINA,CLARITROMICINA
4356,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA, TABLETAS RECUBIERTAS 500MG",2,CLARITROMICINA,CLARITROMICINA
4357,Medicamentos,3563201060109,J01FA09,"CLARITROMICINA, TABLETAS RECUBIERTAS CON PELÍCULA 500MG",2,CLARITROMICINA,CLARITROMICINA
4358,Medicamentos,3562407040301,D07XC01,CLARITYNE CORT,2,BETAMETASONA,"BETAMETASONA, LORATADINA"
4359,Medicamentos,3563801030105,S01CA05,"CLARITYNE CORT, SOLUCIÓN PEDIÁTRICA",2,BETAMETASONA CON ANTIINFECCIOSOS,"BETAMETASONA, LORATADINA"
4360,Medicamentos,3563701020153,R01BA53,"CLARITYNE D, SOLUCIÓN",2,"FENILEFRINA, COMBINACIONES","LORATADINA, FENILEFRINA CLORHIDRATO"
4361,Medicamentos,3563701020153,R01BA53,"CLARITYNE D, TABLETAS",2,"FENILEFRINA, COMBINACIONES","FENILEFRINA CLORHIDRATO, LORATADINA MICRONIZADA"
4362,Medicamentos,3563705010713,R06AX13,"CLARITYNE, JARABE 1MG/ML",2,LORATADINA,LORATADINA MICRONIZADA
4363,Medicamentos,3563705010713,R06AX13,"CLARITYNE, SOLUCIÓN GOTAS PEDIÁTRICAS",2,LORATADINA,LORATADINA
4364,Medicamentos,3563705010713,R06AX13,"CLARITYNE, SOLUCIÓN ORAL",2,LORATADINA,LORATADINA
4365,Medicamentos,3563705010713,R06AX13,"CLARITYNE, TABLETAS 10MG",2,LORATADINA,LORATADINA
4366,Medicamentos,3562201000205,B01AB05,"CLASINA, SOLUCIÓN INYECTABLE 40MG/0.4ML",2,ENOXAPARINA,ENOXAPARINA SODICA.
4367,Medicamentos,3563201030104,J01CA04,CLAVULIN C/12,2,AMOXICILINA,"AMOXICILINA, ÁCIDO CLAVULÁNICO"
4368,Medicamentos,3563201030502,J01CR02,"CLAVULIN C/12, COMPRIMIDOS RECUBIERTOS",2,AMOXICILINA Y BETA-LACTAMASA INHIBIDOR,"CLAVULANICO ACIDO, AMOXICILINA TRIHIDRATO"
4369,Medicamentos,3563201030502,J01CR02,"CLAVULIN C/12, COMPRIMIDOS RECUBIERTOS",2,AMOXICILINA Y BETA-LACTAMASA INHIBIDOR,"CLAVULANICO ACIDO, AMOXICILINA"
4370,Medicamentos,3563004010403,G04BE03,CLAVUPEN 100MG,2,SILDENAFIL,SILDENAFIL CITRATO
4371,Medicamentos,3563004010403,G04BE03,CLAVUPEN 50MG,2,SILDENAFIL,SILDENAFIL
4372,Medicamentos,3563703030363,R03CC63,CLEMBROXIL COMPUESTO,2,CLENBUTEROL Y AMBROXOL,"CLENBUTEROL CLORHIDRATO, AMBROXOL CLORHIDRATO"
4373,Medicamentos,3563703030363,R03CC63,"CLEMBROXIL COMPUESTO, SOLUCIÓN GOTAS",2,CLENBUTEROL Y AMBROXOL,"CLENBUTEROL CLORHIDRATO, AMBROXOL CLORHIDRATO"
4374,Medicamentos,3563704010206,R05CB06,CLEMBROXIL FLEM,2,AMBROXOL,AMBROXOL CLORHIDRATO
4375,Medicamentos,3563703030363,R03CC63,CLEMBROXIL FLEM (AMBROXOL CLORHIDRATO) 7.5MG/5ML,2,CLENBUTEROL Y AMBROXOL,AMBROXOL CLORHIDRATO
4376,Medicamentos,3563704010206,R05CB06,CLEMBROXIL FLEM PEDIÁTRICO,2,AMBROXOL,AMBROXOL CLORHIDRATO
4377,Medicamentos,3563703030363,R03CC63,CLEMBROXIL S,2,CLENBUTEROL Y AMBROXOL,AMBROXOL CLORHIDRATO
4378,Medicamentos,3563401010417,M01AE17,"CLEVIUM ®, SOLUCIÓN ORAL",2,DEXKETOPROFENO,DEXKETOPROFENO BASE (TROMETAMOL)
4379,Medicamentos,3563401010417,M01AE17,"CLEVIUM, SOLUCIÓN ORAL 25MG/10ML",2,DEXKETOPROFENO,DEXKETOPROFENO
4380,Medicamentos,3563402000127,M02AA27,"CLEVIUM®, GEL",2,DEXKETOPROFENO,DEXKETOPROFENO BASE (TROMETAMOL)
4381,Medicamentos,3563401010417,M01AE17,"CLEVIUM®, POLVO PARA SOLUCIÓN ORAL",2,DEXKETOPROFENO,DEXKETOPROFENO
4382,Medicamentos,3563401010417,M01AE17,"CLEVIUM®, SOLUCIÓN INYECTABLE",2,DEXKETOPROFENO,DEXKETOPROFENO
4383,Medicamentos,3563401010417,M01AE17,"CLEVIUM®, TABLETAS RECUBIERTAS",2,DEXKETOPROFENO,DEXKETOPROFENO
4384,Medicamentos,3563003030103,G03CA03,"CLIANE, COMPRIMIDOS RECUBIERTOS",2,ESTRADIOL,"ESTRADIOL HEMIHIDRATO, NORETISTERONA ACETATO"
4385,Medicamentos,3563003030401,G03CX01,"CLIMABEL, COMPRIMIDOS 2.5MG",2,TIBOLONA,TIBOLONA
4386,Medicamentos,3563003080101,G03HA01,"CLIMENE, GRAGEAS",2,CIPROTERONA,"CIPROTERONA ACETATO, ESTRADIOL VALERATO, ESTRADIOL VALERATO"
4387,Medicamentos,3563001010110,G01AA10,"CLINDA CLINDAMICINA, ÓVULOS VAGINALES 100MG",2,CLINDAMICINA,CLINDAMICINA FOSFATO
4388,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA (COMO CLINDAMICINA FOSFATO), SOLUCIÓN INYECTABLE BASE 600MG",2,CLINDAMICINA,CLINDAMICINA FOSFATO
4389,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA (COMO CLINDAMICINA FOSFATO), SOLUCIÓN INYECTABLE BASE 600MG/2ML",2,CLINDAMICINA,CLINDAMICINA
4390,Medicamentos,3563201060201,J01FF01,CLINDAMICINA (COMO FOSFATO DE CLIDAMICINA) BASE 600MG,2,CLINDAMICINA,CLINDAMICINA
4391,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA (COMO FOSFATO), SOLUCIÓN INYECTABLE BASE 600MG",2,CLINDAMICINA,CLINDAMICINA FOSFATO
4392,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA (FOSFATO), SOLUCIÓN INYECTABLE 600MG",2,CLINDAMICINA,CLINDAMICINA FOSFATO
4393,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA (FOSFATO), SOLUCIÓN INYECTABLE 600MG/4ML",2,CLINDAMICINA,CLINDAMICINA
4394,Medicamentos,3563201060201,J01FF01,CLINDAMICINA 150MG/ML,2,CLINDAMICINA,CLINDAMICINA
4395,Medicamentos,3563201060201,J01FF01,CLINDAMICINA 600MG/4ML,2,CLINDAMICINA,CLINDAMICINA FOSFATO
4396,Medicamentos,3563201060201,J01FF01,CLINDAMICINA 600MG/4ML,2,CLINDAMICINA,CLINDAMICINA
4397,Medicamentos,3563201060201,J01FF01,CLINDAMICINA 600MG/4ML,2,CLINDAMICINA,CLINDAMICINA BASE
4398,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA BASE (COMOCLINDAMICINA FOSFATO), SOLUCIÓN INYECTABLE 600MG",2,CLINDAMICINA,CLINDAMICINA FOSFATO
4399,Medicamentos,3563001010110,G01AA10,"CLINDAMICINA BIOL, ÓVULOS",2,CLINDAMICINA,CLINDAMICINA
4400,Medicamentos,3563201060201,J01FF01,CLINDAMICINA FABRA,2,CLINDAMICINA,CLINDAMICINA
4401,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA GENFAR, SOLUCIÓN INYECTABLE 600MG/4ML",2,CLINDAMICINA,
4402,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA VIJOSA, SOLUCIÓN INYECTABLE 150MG/ML",2,CLINDAMICINA,CLINDAMICINA FOSFATO
4403,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA, SOLUCIÓN INYECTABLE 600MG",2,CLINDAMICINA,
4404,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA, SOLUCIÓN INYECTABLE 600MG/4ML",2,CLINDAMICINA,CLINDAMICINA BASE
4405,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA, SOLUCIÓN INYECTABLE 600MG/4ML",2,CLINDAMICINA,CLINDAMICINA FOSFATO
4406,Medicamentos,3563201060201,J01FF01,"CLINDAMICINA, SOLUCIÓN INYECTABLE 900MG/6ML",2,CLINDAMICINA,CLINDAMICINA BASE
4407,Medicamentos,3563201060201,J01FF01,CLINDATEG CLINDAMICINA 100MG,2,CLINDAMICINA,CLINDAMICINA
4408,Medicamentos,3563201060201,J01FF01,CLINDATEG CLINDAMICINA 300MG,2,CLINDAMICINA,CLINDAMICINA
4409,Medicamentos,3563001010110,G01AA10,"CLINFOL DUO, CÁPSULAS BLANDAS (VAGINALES)",2,CLINDAMICINA,"CLINDAMICINA, KETOCONAZOL"
4410,Medicamentos,3563001010110,G01AA10,"CLINFOL, ÓVULOS VAGINALES 100MG",2,CLINDAMICINA,CLINDAMICINA
4411,Medicamentos,3562407010401,D07AD01,"CLOBACTIL, CREMA TÓPICA 0.05%",2,CLOBETASOL,CLOBETASOL PROPIONATO
4412,Medicamentos,3563505020109,N05BA09,CLOBAZAM 10MG,2,CLOBAZAM,CLOBAZAM
4413,Medicamentos,3563505020109,N05BA09,"CLOBAZAM, COMPRIMIDOS 10MG",2,CLOBAZAM,CLOBAZAM
4414,Medicamentos,3563505020109,N05BA09,"CLOBAZAM, TABLETAS 10MG",2,CLOBAZAM,CLOBAZAM
4415,Medicamentos,3562407030301,D07CC01,CLOBEGEN MK CREMA,2,BETAMETASONA Y ANTIBIÓTICOS,"BETAMETASONA, CLOTRIMAZOL, GENTAMICINA"
4416,Medicamentos,3562407030301,D07CC01,"CLOBEGEN MK, CREMA",2,BETAMETASONA Y ANTIBIÓTICOS,"BETAMETASONA, CLOTRIMAZOL, GENTAMICINA"
4417,Medicamentos,3562407010301,D07AC01,"CLOBETA LISAN, CREMA TÓPICA",2,BETAMETASONA,"BETAMETASONA 17 N-VALERATO., CLOTRIMAZOL"
4418,Medicamentos,3562407010401,D07AD01,"CLOBETASOL PROPIONATO MK, CREMA 0.05%",2,CLOBETASOL,CLOBETASOL PROPIONATO
4419,Medicamentos,3562407010401,D07AD01,"CLOBETASOL PROPIONATO, CREMA AL 0.05%",2,CLOBETASOL,CLOBETASOL PROPIONATO
4420,Medicamentos,3562407010401,D07AD01,"CLOBEXPRO, CHAMPÚ",2,CLOBETASOL,CLOBETASOL PROPIONATO
4421,Medicamentos,3563705010254,R06AB54,"CLOFERALSOLUCIÓN, SOLUCIÓN INYECTABLE",2,"CLORFENAMINA, COMBINACIONES",CLORFENIRAMINA MALEATO
4422,Medicamentos,3563505010101,N05AA01,"CLOMACTEL (CLORPROMAZINA CLORHIDRATO), SOLUCIÓN INYECTABLE 25MG/ML",2,CLORPROMAZINA,CLORPROMAZINA CLORHIDRATO
4423,Medicamentos,3563003070202,G03GB02,"CLOMIFENO CITRATO, TABLETAS 50MG",2,CLOMIFENO,CLOMIFENO CITRATO
4424,Medicamentos,3563506010104,N06AA04,"CLOMIPRAMINA CLORHIDRATO, TABLETAS 25MG",2,CLOMIPRAMINA,CLOMIPRAMINA CLORHIDRATO
4425,Medicamentos,3563506010104,N06AA04,"CLOMIPRAMINA CLORHIDRATO, TABLETAS RECUBIERTAS 25MG",2,CLOMIPRAMINA,CLOMIPRAMINA CLORHIDRATO
4426,Medicamentos,3563506010104,N06AA04,"CLOMIPRAMINA CLORHIDRATO, TABLETAS RECUBIERTAS DE LIBERACIÓN PROLONGADA 75MG",2,CLOMIPRAMINA,CLOMIPRAMINA CLORHIDRATO
4427,Medicamentos,3563503000501,N03AE01,CLONAZEPAM 2.5MG/ML,2,CLONAZEPAM,CLONAZEPAM
4428,Medicamentos,3563503000501,N03AE01,CLONAZEPAM 2MG,2,CLONAZEPAM,CLONAZEPAM
4429,Medicamentos,3563503000501,N03AE01,"CLONAZEPAM, SOLUCIÓN GOTAS 0.25%",2,CLONAZEPAM,CLONAZEPAM
4430,Medicamentos,3563503000501,N03AE01,"CLONAZEPAM, SOLUCIÓN ORAL 2.5MG/ML",2,CLONAZEPAM,CLONAZEPAM
4431,Medicamentos,3563503000501,N03AE01,"CLONAZEPAM, SOLUCIÓN ORAL GOTAS 2.5MG/ML",2,CLONAZEPAM,CLONAZEPAM
4432,Medicamentos,3563503000501,N03AE01,"CLONAZEPAM, TABLETAS 2MG",2,CLONAZEPAM,CLONAZEPAM
4433,Medicamentos,3563503000501,N03AE01,"CLONAZEPAM, TABLETAS CON RANURA SIMPLE 2MG",2,CLONAZEPAM,CLONAZEPAM
4434,Medicamentos,3563503000501,N03AE01,"CLONAZEPAM, TABLETAS RANURADAS 2MG",2,CLONAZEPAM,CLONAZEPAM
4435,Medicamentos,3562103060001,A03FA01,"CLO-PRIM 5, JARABE 5MG/5ML",2,METOCLOPRAMIDA,METOCLOPRAMIDA
4436,Medicamentos,3562103060001,A03FA01,"CLO-PRIM, SOLUCIÓN INYECTABLE",2,METOCLOPRAMIDA,METOCLOPRAMIDA
4437,Medicamentos,3562103060001,A03FA01,"CLOPRIM, TABLETAS",2,METOCLOPRAMIDA,METOCLOPRAMIDA
4438,Medicamentos,3563301010102,L01AA02,"CLORAMBUCILO, TABLETAS 2MG",2,CLORAMBUCILO,CLORAMBUCILO
4439,Medicamentos,3563705010713,R06AX13,CLORATADD LORATADINA 1MG/ML,2,LORATADINA,LORATADINA
4440,Medicamentos,3562101000203,A01AB03,"CLOREXIL DESENSIBILIZANTE, SOLUCIÓN PARA ENJUAGUE BUCAL",2,CLORHEXIDINA,"FLUORURO DE SODIO, NITRATO DE POTASIO"
4441,Medicamentos,3562101000203,A01AB03,"CLOREXIL GINGIVAL, SOLUCIÓN PARA ENJUAGUE BUCAL",2,CLORHEXIDINA,"FLUORURO DE SODIO, GLUCONATO DE ZINC, GLUCONATO DE CLORHEXIDINA AL 20%"
4442,Medicamentos,3563702000105,R02AA05,"CLOREXIL GLUCONATO DE CLORHEXIDINA, SOLUCIÓN PARA ENJUAGUE BUCAL AL 0.12%",2,CLORHEXIDINA,GLUCONATO DE CLORHEXIDINA
4443,Medicamentos,3563705010204,R06AB04,CLORFENAMINA MALEATO 4MG,2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4444,Medicamentos,3563705010204,R06AB04,CLORFENAMINA MALEATO AL 1% (10MG/ML),2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4445,Medicamentos,3563705010204,R06AB04,"CLORFENAMINA MALEATO, JARABE 2MG/5ML",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4446,Medicamentos,3563705010204,R06AB04,"CLORFENAMINA MALEATO, SOLUCIÓN INYECTABLE 1% (10MG/ML)",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4447,Medicamentos,3563705010204,R06AB04,"CLORFENAMINA MALEATO, SOLUCIÓN INYECTABLE AL 1% (10MG/ML)",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4448,Medicamentos,3563705010204,R06AB04,"CLORFENAMINA MALEATO, TABLETAS 4MG",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4449,Medicamentos,3563705010204,R06AB04,"CLORFENAMINA MALEATO, TABLETAS 4MG",2,CLORFENIRAMINA,
4450,Medicamentos,3563705010204,R06AB04,CLORFENIRAMINA CHEMO 4MG,2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4451,Medicamentos,3563705010204,R06AB04,"CLORFENIRAMINA MALEATO CALOX, TABLETAS 4MG",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4452,Medicamentos,3563705010204,R06AB04,"CLORFENIRAMINA MALEATO FB, SOLUCIÓN ORAL 2MG/5ML",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4453,Medicamentos,3563705010204,R06AB04,"CLORFENIRAMINA MALEATO, TABLETAS 4MG",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4454,Medicamentos,3563705010204,R06AB04,"CLORFENIRAMINA RAVEN (CLORFENIRAMINA MALEATO, TABLETAS 4MG",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4455,Medicamentos,3562408000302,D08AC02,"CLORHEXIDINA GLUCONATO 4% P/V CON ALCOHOL ISOPROPILICO 4% P/V, SOLUCIÓN TÓPICA",2,CLORHEXIDINA,CLORHEXIDINA CLORHIDRATO
4456,Medicamentos,3562101000203,A01AB03,"CLORHEXIDINA GLUCONATO CHEMO, SOLUCIÓN PARA ENJUAGUE BUCAL 0.12% P/V",2,CLORHEXIDINA,GLUCONATO DE CLORHEXIDINA AL 20%
4457,Medicamentos,3562408000302,D08AC02,"CLORHEXIDINA GLUCONATO, SOLUCIÓN TÓPICA 4% P/V",2,CLORHEXIDINA,CLORHEXIDINA GLUCONATO.
4458,Medicamentos,3563705010507,R06AE07,CLORHIDRATO DE CETIRIZINA 10MG,2,CETIRIZINA,CETIRIZINA CLORHIDRATO
4459,Medicamentos,3563301040203,L01DB03,CLORHIDRATO DE EPIRUBICINA PISA 2MG/ML,2,EPIRUBICINA,EPIRUBICINA CLORHIDRATO
4460,Medicamentos,3563203010502,J04AK02,"CLORHIDRATO DE ETAMBUTOL, TABLETAS RECUBIERTAS CON PELÍCULA 400MG",2,ETAMBUTOL,ETAMBUTOL CLORHIDRATO
4461,Medicamentos,3563705010726,R06AX26,"CLORHIDRATO DE FEXOFENADINA, TABLETAS RECUBIERTAS 120MG",2,FEXOFENADINA,CLORHIDRATO DE FEXOFENADINA
4462,Medicamentos,3563301050619,L01XX19,CLORHIDRATO DE IRINOTECAN TRIHIDRATADO 20MG/ML,2,IRINOTECAN,IRINOTECAN CLORHIDRATO
4463,Medicamentos,3563301050619,L01XX19,"CLORHIDRATO DE IRINOTECAN TRIHIDRATADO, SOLUCIÓN INYECTABLE 20MG/ML",2,IRINOTECAN,IRINOTECAN CLORHIDRATO TRIHIDRATO
4464,Medicamentos,3563501010603,N01AX03,"CLORHIDRATO DE KETAMINA, SOLUCIÓN INYECTABLE (EQUIVALENTE A 10MG/ML DE KETAMINA BASE 1%)",2,KETAMINA,KETAMINA
4465,Medicamentos,3563201080114,J01MA14,"CLORHIDRATO DE MOXIFLOXACINO, SOLUCIÓN INYECTABLE 1.6MG/ML",2,MOXIFLOXACINA,MOXIFLOXACINO
4466,Medicamentos,3563201100101,J01XA01,CLORHIDRATO DE VANCOMICINA 500MG,2,VANCOMICINA,VANCOMICINA CLORHIDRATO
4467,Medicamentos,3563601020101,P01BA01,"CLOROQUINA (FOSFATO), TABLETAS RECUBIERTAS 150MG",2,CLOROQUINA,CLOROQUINA FOSFATO
4468,Medicamentos,3563601020101,P01BA01,"CLOROQUINA, TABLETAS 150MG",2,CLOROQUINA,CLOROQUINA FOSFATO
4469,Medicamentos,3563705010204,R06AB04,"CLORO-TRIMETON REPETABS, GRAGEAS DE LIBERACIÓN PROLONGADA 8MG",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4470,Medicamentos,3563705010204,R06AB04,"CLOROTRIMETON, JARABE ANTIALÉRGICO",2,CLORFENIRAMINA,CLORFENIRAMINA MALEATO
4471,Medicamentos,3563505010101,N05AA01,CLORPROMAZINA (CLORHIDRATO) 100MG,2,CLORPROMAZINA,CLORPROMAZINA
4472,Medicamentos,3563505010101,N05AA01,"CLORPROMAZINA (CLORHIDRATO), TABLETAS RANURADAS RECUBIERTAS 100MG",2,CLORPROMAZINA,CLORPROMAZINA CLORHIDRATO
4473,Medicamentos,3563505010101,N05AA01,"CLORPROMAZINA (CLORHIDRATO), TABLETAS RECUBIERTAS 100MG",2,CLORPROMAZINA,CLORPROMAZINA CLORHIDRATO
4474,Medicamentos,3563505010101,N05AA01,CLORPROMAZINA (COMO CLORHIDRATO) 100MG,2,CLORPROMAZINA,CLORPROMAZINA CLORHIDRATO
4475,Medicamentos,3563505010101,N05AA01,CLORPROMAZINA 25MG/ML,2,CLORPROMAZINA,CLORPROMAZINA CLORHIDRATO
4476,Medicamentos,3562204050107,B05XA07,"CLORURO DE CALCIO FADA, SOLUCIÓN INYECTABLE 100MG/ML",2,CLORURO DE CALCIO,"CALCIO CLORURO,"
4477,Medicamentos,3562204050101,B05XA01,"CLORURO DE POTASIO 2 MOLAR, SOLUCIÓN INYECTABLE",2,CLORURO DE POTASIO,CLORURO DE POTASIO
4478,Medicamentos,3562204050101,B05XA01,"CLORURO DE POTASIO 2 MOLAR, SOLUCIÓN INYECTABLE (CONCENTRADO PARA INFUSIÓN)",2,CLORURO DE POTASIO,CLORURO DE POTASIO
4479,Medicamentos,3562204050101,B05XA01,CLORURO DE POTASIO FIDE 15%,2,CLORURO DE POTASIO,CLORURO DE POTASIO USP
4480,Medicamentos,3562112020051,A12BA51,"CLORURO DE POTASIO, SOLUCIÓN INYECTABLE (CONCENTRADA) 14.9% P/V",2,"CLORURO DE POTASIO, COMBINACIONES",CLORURO DE POTASIO
4481,Medicamentos,3562204050101,B05XA01,"CLORURO DE POTASIO, SOLUCIÓN INYECTABLE 2 MEQ POTASIO Y 2MEQ CLORURO/ML (2 MOLAR)",2,CLORURO DE POTASIO,CLORURO DE POTASIO
4482,Medicamentos,3562204050101,B05XA01,"CLORURO DE POTASIO, SOLUCIÓN INYECTABLE 20 MEQ",2,CLORURO DE POTASIO,CLORURO DE POTASIO
4483,Medicamentos,3562204020201,B05BB01,CLORURO DE SODIO 0.9%,2,ELECTROLITOS,CLORURO DE SODIO
4484,Medicamentos,3562204050103,B05XA03,"CLORURO DE SODIO 0.9% Y GLUCOSA 5%, SOLUCIÓN INYECTABLE",2,CLORURO DE SODIO,"CLORURO DE SODIO, GLUCOSA"
4485,Medicamentos,3562204020201,B05BB01,"CLORURO DE SODIO 4 MOLAR ALCAMES, SOLUCIÓN INYECTABLE HIPERTÓNICA",2,ELECTROLITOS,CLORURO DE SODIO
4486,Medicamentos,3562204050103,B05XA03,"CLORURO DE SODIO BP, SOLUCIÓN INYECTABLE 0.9%",2,CLORURO DE SODIO,CLORURO DE SODIO 0.9 % P/V
4487,Medicamentos,3562204020201,B05BB01,"CLORURO DE SODIO PANALAB, SOLUCIÓN INYECTABLE 0.9%",2,ELECTROLITOS,CLORURO DE SODIO
4488,Medicamentos,3562204050103,B05XA03,CLORURO DE SODIO TECSOLPAR 0.9%,2,CLORURO DE SODIO,CLORURO DE SODIO 0.9 % P/V
4489,Medicamentos,3562204020201,B05BB01,"CLORURO DE SODIO, INFUSIÓN INTRAVENOSA 0.9% P/V",2,ELECTROLITOS,CLORURO DE SODIO BP
4490,Medicamentos,3562204020201,B05BB01,"CLORURO DE SODIO, INYECCIÓN 23.4% P/V (4 MOLAR)",2,ELECTROLITOS,CLORURO DE SODIO
4491,Medicamentos,3562204050103,B05XA03,"CLORURO DE SODIO, SOLUCIÓN INYECTABLE (ISOTÓNICA ESTÉRIL) 0.9%",2,CLORURO DE SODIO,CLORURO DE SODIO
4492,Medicamentos,3562204020201,B05BB01,"CLORURO DE SODIO, SOLUCIÓN INYECTABLE 0.9%",2,ELECTROLITOS,CLORURO DE SODIO
4493,Medicamentos,3562204020201,B05BB01,"CLORURO DE SODIO, SOLUCIÓN INYECTABLE AL 0.9%",2,ELECTROLITOS,CLORURO DE SODIO
4494,Medicamentos,3562204030201,B05CB01,"CLORURO DE SODIO, SOLUCIÓN INYECTABLE ESTÉRIL (EN AGUA) AL 0.9%",2,CLORURO DE SODIO,CLORURO DE SODIO
4495,Medicamentos,3562204050103,B05XA03,"CLORURO DE SODIO, SOLUCIÓN INYECTABLE ESTÉRIL AL 0.9%",2,CLORURO DE SODIO,CLORURO DE SODIO USP
4496,Medicamentos,3562204050103,B05XA03,"CLORURO DE SODIO, SOLUCIÓN PARA INFUSIÓN 0.9%",2,CLORURO DE SODIO,CLORURO DE SODIO USP
4497,Medicamentos,3563403010201,M03AB01,"CLORURO DE SUCCINILCOLINA, POLVO PARA SOLUCIÓN INYECTABLE 500MG",2,SUXAMETONIO (SUCCINILCOLINA),CLORURO DE SUCCINILCOLINA
4498,Medicamentos,3563403010201,M03AB01,"CLORURO DE SUXAMETONIO, SOLUCIÓN INYECTABLE 500MG/10ML",2,SUXAMETONIO (SUCCINILCOLINA),CLORURO DE SUXAMETONIO
4499,Medicamentos,3563801030105,S01CA05,"CLOTRIMAZOL 1 G + BETAMETASONA 0.05 G + GENTAMICINA 0.1 G/ 100 G LACOFA, CREMA TÓPICA",2,BETAMETASONA CON ANTIINFECCIOSOS,"BETAMETASONA, CLOTRIMAZOL, GENTAMICINA"
4500,Medicamentos,3562401010201,D01AC01,CLOTRIMAZOL 1%,2,CLOTRIMAZOL,CLOTRIMAZOL
4501,Medicamentos,3562401010201,D01AC01,"CLOTRIMAZOL ALCAMES, CREMA DÉRMICA 1%",2,CLOTRIMAZOL,CLOTRIMAZOL
