id,base_imponible,cantidad,codigo,comment,currency_code,detalle,impuesto_neto,name,numero_linea,precio_unitario,price_with_tax,price_without_tax,sub_total,tax,unidad_medida,facturas_id,impuesto_codigo_id,impuesto_tarifa_id,nota_id
1615,90.0,1,3563901000111,,,"Extracto de alérgeno, animales",1.8, product,1,90.0,91.8,90.0,90.0,1.8,Al,,6,3,
1616,90.0,1,3563901000111,,,"Extracto de alérgeno, animales",1.8, product,1,90.0,91.8,90.0,90.0,1.8,Al,,6,3,
1652,69.0,1,3563901000111,,,"Extracto de alérgeno, animales",1.38, product,1,69.0,70.38,69.0,69.0,1.38,Al,1452.0,6,3,
1702,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,1502.0,7,3,
1703,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,1503.0,7,3,
1704,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,1504.0,7,3,
1752,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,1552.0,1,3,
1753,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,2,690.0,703.8,690.0,690.0,13.8,Al,1552.0,7,3,
1802,1.33,1,3563901000111,,USD,"Extracto de alérgeno, animales",0.0266, product,1,1.33,1.36,1.33,1.33,0.03,Al,1602.0,7,3,
1803,1.38,1,3562201000111,,USD,Tioclomarol,0.0276,product 2,2,1.38,1.41,1.38,1.38,0.03,Al,1602.0,1,3,
1852,8820.14,1,3562108000111,,CRC,Lorcaserin,176.4028,product 1500,1,8820.14,8996.54,8820.14,8820.14,176.4,H/m,1652.0,2,3,
1853,522.59,1,3562201000111,,CRC,Tioclomarol,10.4518,product 25,1,522.59,533.04,522.59,522.59,10.45,Al,1653.0,3,3,
1854,0.01,1,111200000100,,,"Trigo duro, excepto para siembra",0.0001,product 23,1,0.01,0.01,0.01,0.01,0.0,Alc,1654.0,3,2,
1855,0.01,1,111200000100,,,"Trigo duro, excepto para siembra",0.0001,product 23,1,0.01,0.01,0.01,0.01,0.0,Alc,1655.0,3,2,
1856,986.62,1,3562108000111,,,Lorcaserin,19.7324,product 2,1,986.62,1006.35,986.62,986.62,19.73,A,1656.0,2,3,
1857,512.34,1,111200000200,,CRC,2,20.4936,2,1,512.34,532.83,512.34,512.34,20.49,Al,1657.0,2,4,
1902,986.62,1,3562108000111,,,Lorcaserin,19.7324,product 2,1,986.62,1006.35,986.62,986.62,19.73,A,1702.0,2,3,
1952,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,1752.0,1,3,
1953,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,1753.0,1,3,
1954,0.01,1,111200000100,,,"Trigo duro, excepto para siembra",0.0001,product 23,1,0.01,0.01,0.01,0.01,0.0,Alc,1754.0,3,2,
2002,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,1803.0,1,3,
2052,1111.0,1,111100000100,,,1,22.22,1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,1852.0,1,3,
2053,508.67,1,111200000200,,CRC,2,20.3468,Product_2,1,508.67,529.02,508.67,508.67,20.35,Al,1853.0,2,4,
2054,1111.0,1,111100000100,,,1,22.22,Product_1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,1854.0,1,3,
2055,1111.0,1,111100000100,,,1,22.22,Product_1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,1855.0,1,3,
2056,508.67,1,111200000200,,CRC,2,20.3468,Product_2,2,508.67,529.02,508.67,508.67,20.35,Al,1855.0,2,4,
2057,1111.0,1,111100000100,,,1,22.22,Product_1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,1856.0,1,3,
2102,1111.0,1,111100000100,,,1,22.22,Product_1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,1902.0,1,3,
2103,1111.0,1,111100000100,,,1,22.22,Product_1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,1903.0,1,3,
2152,1111.0,1,111100000100,,,1,22.22,Product_1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,1952.0,1,3,
2153,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,1953.0,7,3,
2154,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,1954.0,7,3,
2155,507143.99,1,3562409000111,,CRC,Benzalconio como apósito medicinal,10142.8798,coms,1,507143.99,517286.87,507143.99,507143.99,10142.88,1/m,1955.0,3,3,
2156,507143.99,1,3562409000111,,CRC,Benzalconio como apósito medicinal,10142.8798,coms,1,507143.99,517286.87,507143.99,507143.99,10142.88,1/m,1956.0,3,3,
2157,507143.99,1,3562409000111,,CRC,Benzalconio como apósito medicinal,10142.8798,coms,1,507143.99,517286.87,507143.99,507143.99,10142.88,1/m,1957.0,3,3,
2158,1111.0,1,111100000100,,,1,22.22,Product_1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,1958.0,1,3,
2202,1111.0,1,111100000100,,,1,22.22,Product_1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,2002.0,1,3,
2252,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2052.0,7,3,
2302,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2102.0,1,3,
2352,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,,1,3,452.0
2402,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2152.0,7,3,
2403,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2153.0,1,3,
2452,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2202.0,7,3,
2502,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2252.0,1,3,
2503,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2253.0,7,3,
2504,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,2,720.0,734.4,720.0,720.0,14.4,Al,2253.0,1,3,
2505,1111.0,1,111100000100,,,1,22.22,Product_1,1,1111.0,1133.22,1111.0,1111.0,22.22,1/m,2254.0,1,3,
2506,1000.0,1,3562108000111,,,Test,0.0,test,1,1000.0,1000.0,1000.0,1000.0,0.0,Sp,2255.0,1,1,
2552,1000.0,1,3562108000111,,,Test,0.0,test,1,1000.0,1000.0,1000.0,1000.0,0.0,Sp,2302.0,1,1,
2553,508.67,1,111200000200,,CRC,2,20.3468,Product_2,1,508.67,529.02,508.67,508.67,20.35,Al,2303.0,2,4,
2554,1000.0,1,3562108000111,,,Test,0.0,test,1,1000.0,1000.0,1000.0,1000.0,0.0,Sp,2304.0,1,1,
2555,1000.0,1,3562108000111,,,Test,0.0,test,1,1000.0,1000.0,1000.0,1000.0,0.0,Sp,2305.0,1,1,
2556,1000.0,1,3562108000111,,,Test,0.0,test,1,1000.0,1000.0,1000.0,1000.0,0.0,Sp,2306.0,1,1,
2557,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2307.0,7,3,
2558,2.0,1,133000000200,,,fresca o refrigerada,0.02,Uva negra,1,2.0,2.02,2.0,2.0,0.02,h,2308.0,6,2,
2559,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2309.0,1,3,
2560,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2310.0,7,3,
2561,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2311.0,1,3,
2562,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2312.0,7,3,
2563,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2313.0,7,3,
2564,96.11,1,3562201000111,,CRC,Tioclomarol,1.9222,producttttu,1,96.11,98.03,96.11,96.11,1.92,h,2314.0,7,3,
2602,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2352.0,1,3,
2603,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2353.0,7,3,
2604,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2354.0,1,3,
2605,96.11,1,3562201000111,,CRC,Tioclomarol,1.9222,producttttu,1,96.11,98.03,96.11,96.11,1.92,h,2356.0,7,3,
2606,96.11,1,3562201000111,,CRC,Tioclomarol,1.9222,producttttu,1,96.11,98.03,96.11,96.11,1.92,h,2355.0,7,3,
2607,507320.0,1,3562201000111,,CRC,Tioclomarol,10146.4,coms,1,507320.0,517466.4,507320.0,507320.0,10146.4,Alc,2357.0,3,3,
2608,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2358.0,7,3,
2609,96.11,1,3562201000111,,CRC,Tioclomarol,1.9222,producttttu,1,96.11,98.03,96.11,96.11,1.92,h,2359.0,7,3,
2610,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2360.0,1,3,
2611,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2361.0,7,3,
2612,96.11,1,3562201000111,,CRC,Tioclomarol,1.9222,producttttu,1,96.11,98.03,96.11,96.11,1.92,h,2362.0,7,3,
2652,96.11,1,3562201000111,,CRC,Tioclomarol,1.9222,producttttu,1,96.11,98.03,96.11,96.11,1.92,h,2402.0,7,3,
2653,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2403.0,1,3,
2654,507320.0,1,3562201000111,,CRC,Tioclomarol,10146.4,coms,1,507320.0,517466.4,507320.0,507320.0,10146.4,Alc,2404.0,3,3,
2702,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2452.0,7,3,
2703,96.11,1,3562201000111,,CRC,Tioclomarol,1.9222,producttttu,1,96.11,98.03,96.11,96.11,1.92,h,2453.0,7,3,
2704,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2454.0,7,3,
2705,96.11,1,3562201000111,,CRC,Tioclomarol,1.9222,producttttu,1,96.11,98.03,96.11,96.11,1.92,h,2455.0,7,3,
2706,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2456.0,7,3,
2707,96.11,1,3562201000111,,CRC,Tioclomarol,1.9222,producttttu,1,96.11,98.03,96.11,96.11,1.92,h,2457.0,7,3,
2708,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2458.0,1,3,
2710,720.0,1,3562201000111,,,Tioclomarol,14.4,product 2,1,720.0,734.4,720.0,720.0,14.4,Al,2459.0,1,3,
2712,690.0,1,3563901000111,,,"Extracto de alérgeno, animales",13.8, product,1,690.0,703.8,690.0,690.0,13.8,Al,2460.0,7,3,
2713,100.0,1,3562201000111,,,Tioclomarol,2.0,Price without Tax,1,100.0,102.0,100.0,100.0,2.0,Cm,2461.0,1,3,
2714,39.22,2,3562409000111,,USD,Benzalconio como apósito medicinal,1.5688,Product CRC,1,39.22,80.01,78.44,78.44,1.57,A/m²,2462.0,7,3,
2715,50629.0,2,2118402000111,,CRC,"Paté, con predominio de carne de cerdo (de 51% a menos de 100%)",1012.58,Product,1,50629.0,102270.58,101258.0,101258.0,1012.58,1/m,2463.0,7,2,
2716,50629.0,7,2118402000111,,CRC,"Paté, con predominio de carne de cerdo (de 51% a menos de 100%)",3544.03,Product,1,50629.0,357947.03,354403.0,354403.0,3544.03,1/m,2464.0,7,2,
2717,50629.0,1,2118402000111,,CRC,"Paté, con predominio de carne de cerdo (de 51% a menos de 100%)",506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,1/m,2465.0,7,2,
2718,50629.0,1,2118402000111,,CRC,"Paté, con predominio de carne de cerdo (de 51% a menos de 100%)",506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,1/m,2466.0,7,2,
2719,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,A/m²,2467.0,7,3,
2720,50629.0,4,2118402000111,,CRC,Product,2025.16,Product,1,50629.0,204541.16,202516.0,202516.0,2025.16,1/m,2468.0,7,2,
2752,50790.0,2,2118402000111,,CRC,"Paté, con predominio de carne de cerdo (de 51% a menos de 100%)",1015.8,Product,1,50790.0,102595.8,101580.0,101580.0,1015.8,h,2502.0,1,2,
2753,2000.0,1,3562409000111,,,Benzalconio como apósito medicinal,40.0,Product CRC,2,2000.0,2040.0,2000.0,2000.0,40.0,I,2502.0,8,3,
2754,782.0,1,3562201000111,,,fffffffffffffffffffffffffffffffffff,15.64,fffffffffffffffffffffffffffffffffff,1,782.0,797.64,782.0,782.0,15.64,Cm,2503.0,7,3,
2755,987.0,1,112100000000,,,nnnnnnnnnnnnnnnnnnnnnnn,9.87,nnnnnnnnnnnnnnnnnnnnnnn,1,987.0,996.87,987.0,987.0,9.87,h,2504.0,7,2,
2756,782.0,1,3562201000111,,,fffffffffffffffffffffffffffffffffff,15.64,fffffffffffffffffffffffffffffffffff,1,782.0,797.64,782.0,782.0,15.64,Cm,2505.0,7,3,
2802,884.96,3,4291203000300,,,"Batería de cocina y vajilla, de aluminio",345.1344,bateria,1,884.96,3000.01,2654.88,2654.88,345.13,St,2552.0,1,8,
2803,884.96,1,4291203000300,,,"Batería de cocina y vajilla, de aluminio",115.0448,bateria,1,884.96,1000.0,884.96,884.96,115.04,St,2553.0,1,8,
2852,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2602.0,8,3,
2902,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2652.0,1,2,
2952,0.2,1,4641004000000,,,BateriasTest,0.026,BateriasTest,1,0.2,0.23,0.2,0.2,0.03,1/m,2702.0,1,8,
2953,0.2,1,4641004000000,,,BateriasTest,0.026,BateriasTest,1,0.2,0.23,0.2,0.2,0.03,1/m,2703.0,1,8,
2954,0.2,1,4641004000000,,,BateriasTest,0.026,BateriasTest,1,0.2,0.23,0.2,0.2,0.03,1/m,2704.0,1,8,
2955,0.2,1,4641004000000,,,BateriasTest,0.026,BateriasTest,1,0.2,0.23,0.2,0.2,0.03,1/m,2705.0,1,8,
2956,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2706.0,1,2,
2957,675.0,1,8113600000000,,,Desarrollo,87.75,Desarrollo,1,675.0,762.75,675.0,675.0,87.75,Al,2707.0,1,8,
2958,7777.0,1,3897200030000,,,Pan cuadrado,1011.01,Pan cuadrado,2,7777.0,8788.01,7777.0,7777.0,1011.01,Al,2707.0,1,8,
2959,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2708.0,8,3,
2960,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2709.0,7,3,
2961,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2710.0,1,2,
2962,100.0,1,3562409000111,,,Product,2.0,Product,1,100.0,102.0,100.0,100.0,2.0,Alc,2711.0,7,3,
2963,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2712.0,1,2,
2964,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2713.0,8,3,
2965,50629.0,1,2118402000111,,CRC,"Paté, con predominio de carne de cerdo (de 51% a menos de 100%)",506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2714.0,1,2,
2966,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2715.0,1,2,
2967,2000.0,1,3562409000111,,,Benzalconio como apósito medicinal,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2716.0,8,3,
2968,50629.0,1,2118402000111,,CRC,"Paté, con predominio de carne de cerdo (de 51% a menos de 100%)",506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2717.0,1,2,
2969,33.0,1,3562108000111,,,"OBESILOX, TABLETAS RECUBIERTAS 10MG",0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2718.0,7,3,
2970,50629.0,1,2118402000111,,CRC,"Paté, con predominio de carne de cerdo (de 51% a menos de 100%)",506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2719.0,1,2,
3002,75.0,1,3562108000111,,,start,1.5,start,1,75.0,76.5,75.0,75.0,1.5,Cm,2752.0,7,3,
3003,75.0,1,3562108000111,,,start,1.5,start,1,75.0,76.5,75.0,75.0,1.5,Cm,2753.0,7,3,
3004,0.2,1,4641004000000,,,BateriasTest,0.026,BateriasTest,1,0.2,0.23,0.2,0.2,0.03,1/m,2754.0,1,8,
3005,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2755.0,1,2,
3006,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2756.0,1,2,
3007,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2757.0,1,2,
3008,100.0,1,3562409000111,,,Product,2.0,Product,1,100.0,102.0,100.0,100.0,2.0,Alc,2758.0,7,3,
3009,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2759.0,1,2,
3052,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2802.0,1,2,
3053,999.0,1,8882100000000,,,Servicios de produccion,129.87,Servicios de produccion,1,999.0,1128.87,999.0,999.0,129.87,Al,2803.0,1,8,
3054,999.0,1,8882100000000,,,Servicios de produccion,129.87,Servicios de produccion,1,999.0,1128.87,999.0,999.0,129.87,Al,2804.0,1,8,
3055,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2805.0,1,2,
3056,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2806.0,8,3,
3057,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2807.0,7,3,
3058,100.0,1,3562409000111,,,Product,2.0,Product,2,100.0,102.0,100.0,100.0,2.0,Alc,2807.0,7,3,
3059,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2808.0,1,2,
3060,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2809.0,8,3,
3061,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2810.0,1,2,
3062,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2811.0,8,3,
3063,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2812.0,1,2,
3064,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2813.0,1,2,
3065,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2814.0,1,2,
3102,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2852.0,7,3,
3103,50629.0,1,2118402000111,,CRC,Product,506.29,Product,2,50629.0,51135.29,50629.0,50629.0,506.29,h,2852.0,1,2,
3104,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2853.0,7,3,
3105,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2854.0,1,2,
3106,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2855.0,1,2,
3107,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2856.0,7,3,
3108,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2857.0,1,2,
3109,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2858.0,1,2,
3110,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2859.0,1,2,
3111,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2860.0,7,3,
3112,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2861.0,7,3,
3113,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2862.0,7,3,
3114,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2863.0,8,3,
3115,7777.0,1,3897200030000,,,Pan cuadrado,1011.01,Pan cuadrado,1,7777.0,8788.01,7777.0,7777.0,1011.01,Al,2864.0,1,8,
3116,123.0,1,2681001020000,,,Tejidos aterciopelados,15.99,Tejidos aterciopelados,1,123.0,138.99,123.0,123.0,15.99,Cm,2865.0,1,8,
3117,190.0,1,3562411000657,,,Trigo,3.8,Trigo,1,190.0,193.8,190.0,190.0,3.8,A/m²,2866.0,7,3,
3118,890.0,1,3897200010200,,,Barbas,115.7,Barbas,1,890.0,1005.7,890.0,890.0,115.7,1/m,2867.0,1,8,
3119,675.0,1,8113600000000,,,Desarrollo,87.75,Desarrollo,2,675.0,762.75,675.0,675.0,87.75,Al,2867.0,1,8,
3120,99.0,1,4123101990100,,,Productos,12.87,Productos,1,99.0,111.87,99.0,99.0,12.87,Al,2868.0,1,8,
3121,999.0,1,8882100000000,,,Servicios de produccion,129.87,Servicios de produccion,2,999.0,1128.87,999.0,999.0,129.87,Al,2868.0,1,8,
3122,100.0,1,111200000100,,,Trigo,1.0,Trigo,1,100.0,101.0,100.0,100.0,1.0,Alc,2869.0,7,2,
3123,10.0,1,8874900000000,,,Hilados,1.3,Hilados,1,10.0,11.3,10.0,10.0,1.3,Alc,2870.0,1,8,
3152,7777.0,1,3897200030000,,,Pan cuadrado,1011.01,Pan cuadrado,1,7777.0,8788.01,7777.0,7777.0,1011.01,Al,2902.0,1,8,
3153,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2903.0,1,2,
3154,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2904.0,8,3,
3202,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,2952.0,7,2,
3203,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,2953.0,7,2,
3204,10000.0,1,112201020200,,,Test,100.0,Test,1,10000.0,10100.0,10000.0,10000.0,100.0,Alc,2954.0,7,2,
3205,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,2955.0,7,2,
3206,20000.0,1,112202010100,,,Product,200.0,Product,1,20000.0,20200.0,20000.0,20000.0,200.0,Alc,2956.0,7,2,
3207,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,2957.0,7,2,
3208,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2958.0,8,3,
3209,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2959.0,1,2,
3210,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2960.0,7,3,
3211,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,2961.0,7,3,
3212,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,2962.0,1,2,
3213,323.0,1,3563402000111,,,Test,6.46,Test,1,323.0,329.46,323.0,323.0,6.46,Alc,2963.0,7,3,
3214,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,2964.0,8,3,
3252,76.47,1,3562411000657,,USD,Trigo,1.5294,Trigo,1,76.47,78.0,76.47,76.47,1.53,A/m²,3002.0,7,3,
3253,0.2,1,4641004000000,,,BateriasTest,0.026,BateriasTest,1,0.2,0.23,0.2,0.2,0.03,1/m,3003.0,1,8,
3254,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,3004.0,1,2,
3255,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,3005.0,1,2,
3256,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,3006.0,8,3,
3257,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,3007.0,7,3,
3302,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,3052.0,1,2,
3303,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,3053.0,7,2,
3352,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,3102.0,1,2,
3353,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,3103.0,7,2,
3354,0.04,1,111100009900,,USD,Product,0.0004,Product,1,0.04,0.04,0.04,0.04,0.0,Alc,3104.0,7,2,
3355,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,3105.0,7,2,
3356,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,3106.0,1,2,
