id,base_imponible,cantidad,codigo,comment,created_at,currency_code,detalle,name,numero_linea,paid_amount,precio_unitario,price_with_tax,price_without_tax,receiver_status,sender_status,tax,unidad_medida,updated_at,version,impuesto_codigo_id,impuesto_tarifa_id
2403,10.0000,1.0000,3562101000302,,2024-11-15 09:47:14.708094,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,PENDING_APPROVAL,2.00,Cm,,0,1,3
2404,10.0000,1.0000,3562101000302,,2024-11-15 09:47:25.550559,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,PENDING_APPROVAL,2.00,Cm,,0,1,3
2405,2.0000,1.0000,133000000200,,2024-11-15 10:16:03.000271,CRC,fresca o refrigerada,Uva negra,2,1.00,2.0000,2.02,2.00,PENDING_APPROVAL,APPROVED,0.02,h,2024-11-15 10:17:41.453837,1,6,2
2406,10023.0000,1.0000,3562409000111,,2024-11-15 10:16:06.195251,CRC,Benzalconio como apósito medicinal,Alphacom Product,3,1.00,10023.0000,10223.46,10023.00,PENDING_APPROVAL,APPROVED,200.46,St,2024-11-15 10:17:46.862136,1,7,3
2407,2.0000,1.0000,133000000200,,2024-11-15 10:26:46.269784,CRC,fresca o refrigerada,Uva negra,4,0.00,2.0000,2.02,2.00,PENDING_APPROVAL,APPROVED,0.02,h,,0,6,2
2408,2.0000,1.0000,133000000200,,2024-11-15 10:33:39.353137,CRC,fresca o refrigerada,Uva negra,5,0.00,2.0000,2.02,2.00,PENDING_APPROVAL,APPROVED,0.02,h,,0,6,2
2409,10023.0000,1.0000,3562409000111,,2024-11-15 10:33:40.410078,CRC,Benzalconio como apósito medicinal,Alphacom Product,6,0.00,10023.0000,10223.46,10023.00,PENDING_APPROVAL,APPROVED,200.46,St,,0,7,3
2410,1.0000,1.0000,111200000200,,2024-11-15 10:33:57.165615,USD,2,Product_2,7,0.00,1.0000,1.04,1.00,PENDING_APPROVAL,APPROVED,0.04,Al,,0,2,4
2452,10.0000,1.0000,3562101000302,,2024-11-18 11:28:57.525027,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,PENDING_APPROVAL,2.00,Cm,,0,1,3
2453,2.0000,1.0000,121201020400,,2024-11-18 11:39:40.316054,USD,Dattale,asrt,1,0.00,2.0000,2.00,2.00,PENDING_APPROVAL,APPROVED,0.00,Alc,2024-11-18 17:51:22.143695,7,1,1
2454,9.0000,1.0000,3563502020175,,2024-11-18 11:39:46.543420,USD,ar,ar,2,0.00,9.0000,10.17,9.00,PENDING_APPROVAL,APPROVED,1.17,A/m²,2024-11-18 17:51:22.143876,7,1,8
2455,33.0000,1.0000,123300000000,,2024-11-18 11:39:52.180371,CRC,Berenjenas, frescas o refrigeradas,asdasd,3,0.00,33.0000,37.29,33.00,PENDING_APPROVAL,APPROVED,4.29,Alc,2024-11-18 17:51:22.144001,7,7,8
2456,2.0000,1.0000,121201020400,,2024-11-18 11:39:59.801085,USD,Dattale,asrt,4,0.00,2.0000,2.00,2.00,PENDING_APPROVAL,APPROVED,0.00,Alc,2024-11-18 17:51:22.144165,7,1,1
2457,31.0000,1.0000,422201010000,,2024-11-18 11:40:04.081488,USD,asd,as,5,10.00,31.0000,32.24,31.00,PENDING_APPROVAL,APPROVED,1.24,Alc,2024-11-18 17:52:32.953750,8,6,6
2502,0.0000,1.0000,121201020400,,2024-11-18 16:13:44.814914,USD,Dattale,asrt,1,0.00,1050.0000,1050.00,1050.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,1,1
2552,10.0000,1.0000,3562101000302,,2024-11-18 17:13:16.615441,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,PENDING_APPROVAL,2.00,Cm,,0,1,3
2553,999997.0000,1.0000,3562201000111,,2024-11-18 19:12:14.930879,CRC,Tioclomarol,Product AAAH,1,0.00,999997.0000,1019996.94,999997.00,PENDING_APPROVAL,PENDING_APPROVAL,19999.94,Al,,0,7,3
2554,999997.0000,1.0000,3562201000111,,2024-11-18 19:12:31.055073,CRC,Tioclomarol,Product AAAH,1,0.00,999997.0000,1019996.94,999997.00,PENDING_APPROVAL,PENDING_APPROVAL,19999.94,Al,,0,7,3
2555,0.0000,1.0000,121201020400,,2024-11-18 19:12:32.039781,USD,Dattale,asrt,1,0.00,1050.0000,1050.00,1050.00,PENDING_APPROVAL,PENDING_APPROVAL,0.00,Alc,,0,1,1
2556,10.0000,1.0000,3562101000302,,2024-11-18 19:12:33.041959,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,PENDING_APPROVAL,2.00,Cm,,0,1,3
2557,10.0000,1.0000,3562101000302,,2024-11-19 11:58:18.271480,CRC,Dexametasona como preparado estomatológico,Tomato,1,0.00,100.0000,102.00,100.00,PENDING_APPROVAL,PENDING_APPROVAL,2.00,Cm,,0,1,3
2602,10.0000,1.0000,3562108000111,,2024-11-20 00:52:42.036861,USD,Lorcaserin,Lorcaserin,1,0.00,5202.9000,5306.96,5202.90,PENDING_APPROVAL,PENDING_APPROVAL,104.06,1/m,,0,7,3
2652,0.2000,1.0000,4641004000000,,2024-11-27 14:12:15.789569,CRC,BateriasTest,BateriasTest,1,0.00,0.2000,0.23,0.20,PENDING_APPROVAL,APPROVED,0.03,1/m,,0,1,8
