id,base_imponible,codigo,detalle,name,precio_unitario,unidad_medida,currency_id,impuesto_codigo_id,impuesto_tarifa_id,profile_id,converted_price,exchange_rate,is_converted_price_manually_set,codigo_actividad_id,quantity,batch_number,converted_price_tax,converted_price_with_tax,price_with_tax,tax
3569,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import68,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3570,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import69,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3571,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import70,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3572,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import71,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3573,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import72,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3574,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import73,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3575,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import74,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3576,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import75,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3577,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import76,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3578,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import77,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3579,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import78,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3580,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import79,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3581,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import80,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3582,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import81,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3583,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import82,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3584,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import83,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3585,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import84,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3586,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import85,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3587,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import86,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3588,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import87,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3589,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import88,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3590,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import89,4000.0000,A/m²,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3591,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import90,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3592,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import91,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3593,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import92,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3594,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import93,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3595,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import94,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3596,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import95,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3597,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import96,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3598,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import97,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3599,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import98,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3600,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import99,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3601,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import100,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3602,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import101,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3603,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import102,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3604,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import103,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3605,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import104,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3606,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import105,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3607,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import106,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3608,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import107,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3609,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import108,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3610,4000.0000,3562410000000,Benzalconio como apósito medicinal,Product Import109,4000.0000,A/m�130,37,7,3,56,39.2157,,1,1,1.00,,0.7843,40.0000,4080.0000,80.0000
3611,1000.0000,3562200000000,Tioclomarol,test,1000.0000,A/m,149,7,3,56,4901.9608,,1,1,1.00,,98.0392,5000.0000,1020.0000,20.0000
3612,31.0000,3562110000000,OBESILOX, TABLETAS RECUBIERTAS 10MG,test1,31.0000,1/m,37,7,3,56,0.0604,,1,1,2.00,,0.0012,0.0616,31.6200,0.6200
3613,1000.0000,3562200000000,Tioclomarol,test3,1000.0000,A/m,149,7,3,56,4901.9608,,1,1,1.00,,98.0392,5000.0000,1020.0000,20.0000
3614,31.0000,3562110000000,OBESILOX, TABLETAS RECUBIERTAS 10MG,test14,31.0000,1/m,37,7,3,56,0.0604,,1,1,1.00,,0.0012,0.0616,31.6200,0.6200
3616,100.0000,3562201000111,Tioclomarol,Ashir_2222,100.0000,1/m,149,7,3,56,50796.0000,,0,1,,,1015.9200,51811.9200,102.0000,2.0000
3621,785.0000,3563702000111,Clorquinaldol como preparado para la garganta,oiuytre,785.0000,D,37,7,3,58,1.5279,,0,241,,,0.0306,1.5585,800.7000,15.7000
3652,990.0000,169999990000,Estimulantes, especias y plantas aromáticas, frescas o refrigeradas, n.c.p.,Estimulantes,990.0000,Al,37,1,8,208,78.7611,,1,241,,,10.2389,89.0000,1118.7000,128.7000
3653,999.0000,8882100000000,Servicios de construcción de buques y estructuras flotantes,Servicios de produccion,999.0000,Al,37,1,8,208,69.0265,,1,241,,,8.9735,78.0000,1128.8700,129.8700
3654,7777.0000,3897200030000,Pelucas, barbas, cejas, pestañas, mechones y artículos análogos, de materiales n.c.p.,Pan cuadrado,7777.0000,Al,37,1,8,208,787.6106,,1,241,,,102.3894,890.0000,8788.0100,1011.0100
3655,123.0000,2681001020000,Tejidos aterciopelados y de felpilla por trama, de algodón (excepto tejidos de rizo para toallas y tejidos estrechos), cortados y rayados,Tejidos aterciopelados,123.0000,Cm,37,1,8,208,501.7699,,1,241,,,65.2301,567.0000,138.9900,15.9900
3656,890.0000,3897200010200,Barbas, cejas, pestañas, mechones y artículos análogos, de fibras textiles sintéticas,Barbas,890.0000,1/m,37,1,8,208,7.0796,,1,241,,,0.9204,8.0000,1005.7000,115.7000
3657,190.0000,3562411000657,Colágeno, combinaciones,Trigo,190.0000,A/m²,37,7,3,208,76.4706,,1,241,,,1.5294,78.0000,193.8000,3.8000
3658,675.0000,8113600000000,Servicios de desarrollo experimental en ciencias agrícolas,Desarrollo,675.0000,Al,37,1,8,208,108.8496,,1,241,,,14.1504,123.0000,762.7500,87.7500
3659,99.0000,4123101990100,Productos laminados planos de hierro o acero, sin alear, de anchura superior o igual a 600 mm, laminados en caliente, sin revestir ni chapar, n.c.p.,Productos,99.0000,Al,37,1,8,208,59.2920,,1,241,,,7.7080,67.0000,111.8700,12.8700
3702,75.0000,3562108000111,OBESILOX, TABLETAS RECUBIERTAS 10MG,start,75.0000,Cm,37,7,3,58,0.1460,,0,241,,,0.0029,0.1489,76.5000,1.5000
3703,1000.0000,4641001010100,Pilas y baterías de pilas, cilíndricas secas, de dióxido de manganeso, de 1.5 V,bateria litio,1000.0000,Os,37,2,8,1303,1.9464,,0,375,,,0.2530,2.1994,1130.0000,130.0000
3752,0.2000,4641004000000,Pilas y baterías de pilas, de litio,BateriasTest,0.2000,1/m,37,1,8,307,0.2655,,1,375,,,0.0345,0.3000,0.2260,0.0260
3753,10.0000,8874900000000,Servicios de fabricación soportes magnéticos y ópticos,Hilados,10.0000,Alc,37,1,8,208,4.4248,,1,241,,,0.5752,5.0000,11.3000,1.3000
3754,100.0000,111200000100,Trigo duro, excepto para siembra,Trigo,100.0000,Alc,37,7,2,208,9.9010,,1,241,,,0.0990,10.0000,101.0000,1.0000
3802,22.0000,2122101000400,Filete de bagre o pez gato, fresco o refrigerado,ASDAS,22.0000,Alc,149,7,2,56,11168.3000,,0,241,,,111.6830,11279.9830,22.2200,0.2200
3804,20.0000,112201020200,Maíz blanco, en mazorca, seco, para producción de alimento para animales,pro2,20.0000,Bq,37,7,2,303,1.9802,,1,241,,,0.0198,2.0000,20.2000,0.2000
3852,20.0000,111100009900,Trigo, para siembra (semillas), excepto duro,Product,20.0000,Alc,37,7,2,307,0.0390,,0,375,,,0.0004,0.0394,20.2000,0.2000
3853,222.0000,3562103010202,Bromuro de glicopirronio como droga para trastornos gastrointestinales funcionales,Product,222.0000,1/m,37,7,3,58,0.4324,,0,241,,,0.0086,0.4410,226.4400,4.4400
3854,10000.0000,112201020200,Maíz blanco, en mazorca, seco, para producción de alimento para animales,Test,10000.0000,Alc,37,7,2,307,19.4772,,0,375,,,0.1948,19.6720,10100.0000,100.0000
3855,20000.0000,112202010100,Maíz amarillo, desgranado, seco, para consumo humano,Product,20000.0000,Alc,37,7,2,307,38.9545,,0,562,,,0.3895,39.3440,20200.0000,200.0000
3856,0.0000,121402021100,Lechuga criolla, fresca o refrigerada,Product,,Alc,37,7,2,307,,,,562,,,,,,
3857,33.0000,111100009900,Trigo, para siembra (semillas), excepto duro,Product,33.0000,Alc,37,7,2,307,0.0643,,0,375,,,0.0006,0.0649,33.3300,0.3300
3858,94.0000,3331100029900,Gasolina regular (RON 91), n.c.p.,Gasolina regular,94.0000,A/m,37,7,5,208,0.1832,,0,241,,,0.0000,0.1832,94.0000,0.0000
